file,line,kind,match,recommended_replacement,notes
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,11,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,12,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,13,material2-import,import androidx.compose.material.icons.automirrored.filled.TrendingUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,137,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,141,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,220,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,250,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,281,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,330,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,368,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,370,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,405,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,425,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,554,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,564,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,601,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,741,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,743,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,751,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,766,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsComponents.kt,789,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsEngine.kt,3,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsEngine.kt,4,material2-import,import androidx.compose.material.icons.filled.Dashboard,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsEngine.kt,5,material2-import,import androidx.compose.material.icons.filled.Insights,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsEngine.kt,6,material2-import,import androidx.compose.material.icons.filled.Schedule,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsEngine.kt,7,material2-import,import androidx.compose.material.icons.automirrored.filled.TrendingUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,13,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,14,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,16,material2-import,import androidx.compose.material.icons.automirrored.filled.TrendingUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,17,material2-import,import androidx.compose.material.icons.automirrored.filled.ShowChart,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,18,material2-import,import androidx.compose.material.icons.automirrored.filled.TrendingDown,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,83,legacy-tab,ScrollableTabRow(,SecondaryTabRow,Adopt Material3 tab components.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,95,legacy-tab,Tab(,Tab (material3),Adopt Material3 tab components.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,172,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,183,magic-spacing,18.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,197,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,217,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,265,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,334,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,681,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,791,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\analytics\AnalyticsScreen.kt,840,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,13,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,14,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,232,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,243,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,400,raw-color,Color(0xFFB71C1C),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,401,raw-color,Color(0xFFE53E3E),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,402,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,403,raw-color,Color(0xFF4CAF50),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,72,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,99,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,138,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,144,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,149,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,164,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,177,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,205,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,239,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,258,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,277,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,281,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,346,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,360,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,416,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,437,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,458,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,510,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingHomeScreen.kt,521,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,17,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,18,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,369,raw-color,Color(0xFFB71C1C),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,370,raw-color,Color(0xFFE53E3E),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,371,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,372,raw-color,Color(0xFF4CAF50),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,120,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,125,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,126,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,195,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,209,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,250,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,291,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,296,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,316,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,323,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,326,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,335,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,339,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,343,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,385,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,406,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,427,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,442,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,468,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,476,magic-spacing,14.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,501,magic-spacing,14.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,529,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\core\WorkingTasksScreen.kt,540,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\FeatureScreens.kt,35,materialtheme-typography,MaterialTheme.typography.headlineMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\FeatureScreens.kt,40,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\FeatureScreens.kt,56,materialtheme-typography,MaterialTheme.typography.headlineMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\FeatureScreens.kt,58,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,65,raw-color,Color(0xFF9E9E9E),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,66,raw-color,Color(0xFF4CAF50),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,67,raw-color,Color(0xFF2196F3),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,68,raw-color,Color(0xFF9C27B0),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,69,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\AdvancedAchievementSystem.kt,70,raw-color,Color(0xFFE91E63),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,420,materialtheme-typography,MaterialTheme.typography.headlineLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,445,materialtheme-typography,MaterialTheme.typography.headlineSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,453,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,467,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,489,materialtheme-typography,MaterialTheme.typography.headlineSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,497,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,516,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,625,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,662,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,669,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,763,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,769,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,776,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,182,raw-color,Color(0xFF2196F3),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,182,raw-color,Color(0xFF1976D2),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,182,raw-color,Color(0xFF0D47A1),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,189,raw-color,Color(0xFFFF9800),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,189,raw-color,Color(0xFFFF6F00),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,189,raw-color,Color(0xFFE65100),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,197,raw-color,Color(0xFF4CAF50),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,197,raw-color,Color(0xFF388E3C),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,197,raw-color,Color(0xFF1B5E20),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,204,raw-color,Color(0xFF9C27B0),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,204,raw-color,Color(0xFF7B1FA2),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,204,raw-color,Color(0xFF4A148C),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,229,raw-color,Color(0xFFE91E63),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,229,raw-color,Color(0xFFAD1457),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,229,raw-color,Color(0xFF880E4F),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,236,raw-color,Color(0xFFFFD700),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,236,raw-color,Color(0xFFFFC107),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,236,raw-color,Color(0xFFFF8F00),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,243,raw-color,Color(0xFF673AB7),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,243,raw-color,Color(0xFF512DA8),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
app\src\main\java\com\mtlc\studyplan\gamification\EnhancedProgressCelebrations.kt,243,raw-color,Color(0xFF311B92),StudyPlanColorTokens / MaterialTheme.colorScheme,Replace magic colors with theme tokens.
