file,line,kind,match,recommended_replacement,notes
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,19,material2-import,import androidx.compose.material.icons.filled.VisibilityOff,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,128,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,138,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,143,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,172,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,175,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,139,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\ui\CustomizePlanScreen.kt,157,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\ui\QuickNote.kt,23,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\ui\QuickNote.kt,25,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\ui\RenderOptimizer.kt,184,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,6,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,7,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,8,material2-import,import androidx.compose.material.icons.automirrored.filled.TrendingUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,9,material2-import,import androidx.compose.material.icons.automirrored.filled.VolumeUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,48,materialtheme-typography,MaterialTheme.typography.headlineSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,74,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,78,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,192,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,196,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,238,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,242,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,278,materialtheme-typography,MaterialTheme.typography.headlineSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,385,materialtheme-typography,MaterialTheme.typography.headlineMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,391,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,396,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,414,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,419,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,232,magic-spacing,20.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,234,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusComponents.kt,382,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,10,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,11,material2-import,import androidx.compose.material.icons.filled.*,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,207,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,215,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,262,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,326,materialtheme-typography,MaterialTheme.typography.displayLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,343,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,265,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\focus\FocusModeScreen.kt,310,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,102,materialtheme-typography,MaterialTheme.typography.titleSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,103,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,112,materialtheme-typography,MaterialTheme.typography.bodySmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,135,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,71,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,101,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,109,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,120,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\home\HomeScreen.kt,120,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\mock\MockExamScreen.kt,128,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\practice\PracticeScreen.kt,26,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\practice\PracticeScreen.kt,48,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\practice\PracticeScreen.kt,50,materialtheme-typography,MaterialTheme.typography.bodyLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,33,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,34,material2-import,import androidx.compose.material.icons.outlined.Analytics,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,35,material2-import,import androidx.compose.material.icons.outlined.Article,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,36,material2-import,import androidx.compose.material.icons.outlined.CheckCircle,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,37,material2-import,import androidx.compose.material.icons.outlined.EmojiEvents,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,38,material2-import,import androidx.compose.material.icons.outlined.Headset,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,39,material2-import,import androidx.compose.material.icons.outlined.Insights,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,40,material2-import,import androidx.compose.material.icons.outlined.Lock,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,41,material2-import,import androidx.compose.material.icons.outlined.MenuBook,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,42,material2-import,import androidx.compose.material.icons.outlined.TrendingUp,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,43,material2-import,import androidx.compose.material.icons.outlined.Translate,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,44,material2-import,import androidx.compose.material.icons.outlined.Whatshot,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,536,legacy-tab,Tab(,Tab (material3),Adopt Material3 tab components.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,508,materialtheme-typography,MaterialTheme.typography.headlineSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,515,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,542,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,598,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,603,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,634,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,648,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,654,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,702,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,709,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,719,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,724,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,732,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,737,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,792,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,797,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,809,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,834,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,839,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,904,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,911,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,917,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,986,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1027,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1033,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1045,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1050,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1058,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1063,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1077,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1085,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1112,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1147,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1158,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1694,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1699,materialtheme-typography,MaterialTheme.typography.titleLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1754,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1769,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1775,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1849,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1854,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1866,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1893,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1899,materialtheme-typography,MaterialTheme.typography.labelMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1957,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1965,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,1971,materialtheme-typography,MaterialTheme.typography.labelSmall,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,2027,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,2039,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\progress\ProgressScreen.kt,2046,materialtheme-typography,MaterialTheme.typography.headlineMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,8,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,9,material2-import,import androidx.compose.material.icons.automirrored.filled.ArrowBack,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,101,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,157,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,183,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,208,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,209,materialtheme-typography,MaterialTheme.typography.bodyMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,50,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,88,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,95,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,100,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,102,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,109,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,116,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,150,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,163,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,182,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,195,magic-spacing,12.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\questions\QuestionsScreen.kt,207,magic-spacing,8.dp,"Spacing tokens (e.g., StudyPlanSpacing.Small)",Convert raw dp constants to spacing tokens.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,9,material2-import,import androidx.compose.material.icons.Icons,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,10,material2-import,import androidx.compose.material.icons.automirrored.filled.ArrowBack,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,11,material2-import,import androidx.compose.material.icons.filled.MoreVert,androidx.compose.material3.*,Swap to Material3 equivalents or remove once screen migrated.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,107,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,110,materialtheme-typography,MaterialTheme.typography.labelLarge,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
app\src\main\java\com\mtlc\studyplan\feature\reader\ReaderScreen.kt,185,materialtheme-typography,MaterialTheme.typography.titleMedium,MaterialTheme.typography (Material3 set),Confirm typography sourced from M3 token set.
